,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntTotal,TotalPurchaseTimes,TotalCmp,Age,AgeSegment,IncomeSegment,WineSegment,FruitSegment,MeatSegment,FishSegment,SweetSegment,GoldSegment
88,1973,Graduation,Married,79593.0,0,0,12-05-2014,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,1366,18,1,51,Seniors (50 and above),High Income,Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),PRIORITY Level,PRIORITY Level
89,1967,Graduation,Together,54178.0,0,1,21-01-2014,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,194,9,0,57,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
90,1957,PhD,Married,51411.5,2,1,19-11-2012,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,603,17,0,67,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle)
91,1957,Graduation,Single,51411.5,1,1,27-05-2014,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,18,3,0,67,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
92,1973,Master,Together,51411.5,0,0,23-11-2013,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,985,14,0,51,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle)
93,1972,Master,Single,42394.0,1,0,23-03-2014,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,32,4,0,52,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
94,1970,PhD,Married,23626.0,1,0,24-05-2014,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,43,7,0,54,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
95,1983,Graduation,Married,30096.0,1,0,22-05-2014,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,45,5,0,41,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
96,1960,Graduation,Widow,47916.0,0,1,22-11-2012,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,606,17,1,64,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 3 (Frequent)
97,1972,Graduation,Divorced,51813.0,1,1,11-04-2013,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,63,5,0,52,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
98,1951,2n Cycle,Married,78497.0,0,0,01-12-2013,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,978,24,1,73,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 1 (Occasional),PRIORITY Level
99,1983,PhD,Married,50150.0,0,0,20-06-2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,410,14,0,41,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
100,1960,2n Cycle,Single,47823.0,0,1,23-07-2013,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,72,5,0,64,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
101,1959,PhD,Single,34554.0,0,1,30-03-2014,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,55,5,0,65,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
102,1979,Graduation,Together,85693.0,0,1,20-04-2013,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,1169,25,0,45,Middle Age (30-49),High Income,Level 2 (Middle),PRIORITY Level,Level 2 (Middle),PRIORITY Level,PRIORITY Level,Level 3 (Frequent)
103,1945,PhD,Married,65846.0,0,0,17-05-2013,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,1120,15,0,79,Seniors (50 and above),Medium Income,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent)
104,1959,Graduation,Married,87195.0,0,0,08-05-2014,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,1097,19,1,65,Seniors (50 and above),High Income,Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
105,1979,Basic,Together,24594.0,1,0,10-12-2013,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,29,4,0,45,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
106,1964,Graduation,Married,49096.0,1,1,24-09-2013,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,187,9,0,60,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
107,1969,Graduation,Married,52413.0,0,2,02-02-2013,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,910,22,0,55,Seniors (50 and above),Medium Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent)
108,1978,Graduation,Single,38557.0,1,0,19-12-2012,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,145,7,0,46,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
109,1960,Master,Married,89058.0,0,0,07-12-2012,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,850,13,0,64,Seniors (50 and above),High Income,Level 2 (Middle),PRIORITY Level,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
110,1979,Graduation,Together,77298.0,0,1,02-11-2013,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,969,23,0,45,Middle Age (30-49),High Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent)
111,1991,PhD,Single,68126.0,0,0,10-11-2012,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,1820,16,2,33,Middle Age (30-49),High Income,PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent)
112,1963,Master,Together,57288.0,0,1,25-06-2014,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,608,17,1,61,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 3 (Frequent)
113,1991,Graduation,Single,86037.0,0,0,02-01-2013,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,730,24,3,33,Middle Age (30-49),High Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
114,1980,PhD,Married,43974.0,1,0,12-12-2012,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,551,16,0,44,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 3 (Frequent)
115,1962,Graduation,Single,50785.0,1,1,10-09-2013,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,114,6,0,62,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
116,1970,Graduation,Married,90765.0,0,0,24-01-2014,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,1724,15,2,54,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,PRIORITY Level,Level 3 (Frequent),Level 2 (Middle)
117,1978,2n Cycle,Married,36550.0,1,0,19-02-2013,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,577,15,0,46,Middle Age (30-49),Medium Income,Level 2 (Middle),PRIORITY Level,Level 2 (Middle),PRIORITY Level,PRIORITY Level,Level 3 (Frequent)
118,1967,2n Cycle,Together,30753.0,1,1,11-07-2013,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,81,5,0,57,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
119,1969,Graduation,Together,21918.0,1,0,14-11-2013,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,33,5,0,55,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
120,1953,Master,Together,56129.0,0,1,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,660,18,0,71,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle)
121,1967,Master,Single,32557.0,1,0,24-02-2014,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,80,6,1,57,Seniors (50 and above),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
122,1985,Master,Married,19510.0,2,0,04-09-2013,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,30,4,0,39,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
123,1976,Graduation,Divorced,30992.0,1,0,22-04-2013,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,43,4,0,48,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
124,1983,Graduation,Single,101970.0,0,0,12-03-2013,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,1135,27,4,41,Middle Age (30-49),High Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level
125,1965,2n Cycle,Together,71488.0,0,0,18-02-2013,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,559,14,0,59,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),PRIORITY Level
126,1984,Graduation,Single,79607.0,0,0,21-04-2013,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,1923,15,1,40,Middle Age (30-49),High Income,Level 2 (Middle),PRIORITY Level,PRIORITY Level,PRIORITY Level,Level 1 (Occasional),PRIORITY Level
127,1953,Master,Married,54348.0,1,1,08-06-2014,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,90,6,0,71,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
128,1961,PhD,Married,51411.5,0,1,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,404,14,0,63,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
129,1956,PhD,Together,77376.0,1,1,10-05-2014,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,661,19,0,68,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
130,1952,Graduation,Married,62998.0,0,1,30-09-2013,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,463,14,0,72,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent)
131,1958,Master,Single,61331.0,1,1,10-03-2013,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0,632,18,0,66,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
132,1969,Graduation,Married,73448.0,0,0,10-02-2014,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,725,18,0,55,Seniors (50 and above),High Income,Level 2 (Middle),PRIORITY Level,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level
133,1963,Graduation,Married,51411.5,0,1,11-08-2013,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0,725,18,0,61,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent)
134,1964,PhD,Married,41551.0,1,1,14-08-2013,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,279,11,0,60,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
135,1967,PhD,Together,62981.0,0,0,17-03-2013,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,1482,22,1,57,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 1 (Occasional)
136,1976,Basic,Divorced,9548.0,1,0,08-08-2012,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,29,4,0,48,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
137,1959,PhD,Married,33762.0,2,1,07-07-2013,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,106,6,0,65,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
138,1973,PhD,Single,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,49,4,2,51,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
139,1965,PhD,Divorced,36921.0,1,1,28-07-2013,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0,38,5,0,59,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
140,1992,Master,Single,92859.0,0,0,19-10-2012,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,0,2077,21,0,32,Middle Age (30-49),High Income,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
141,1976,Master,Together,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,1053,15,1,48,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
142,1962,Graduation,Married,86111.0,0,0,19-04-2013,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,1385,22,0,62,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent)
143,1974,PhD,Single,68352.0,0,1,28-08-2013,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,871,22,0,50,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
144,1988,Graduation,Together,41883.0,1,0,19-03-2013,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,312,9,0,36,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent)
145,1976,Graduation,Married,59809.0,0,2,18-10-2012,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,877,12,0,48,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle)
146,1975,Graduation,Married,23957.0,1,0,28-10-2012,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,68,5,1,49,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
147,1981,Graduation,Together,38547.0,1,0,28-08-2013,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,22,3,0,43,Middle Age (30-49),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
148,1973,2n Cycle,Married,35688.0,2,1,22-08-2012,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,211,9,0,51,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
149,1966,Master,Married,49605.0,0,0,21-06-2014,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,127,7,0,58,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
150,1953,Master,Married,59354.0,0,2,24-04-2014,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,459,15,0,71,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
151,1969,Graduation,Married,65747.0,0,1,07-03-2014,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,460,15,1,55,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
152,1972,2n Cycle,Together,46344.0,0,1,14-12-2012,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,429,13,0,52,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
153,1988,Graduation,Single,34176.0,1,0,12-05-2014,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,89,7,0,36,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
154,1952,PhD,Together,61010.0,0,1,09-10-2012,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,1021,24,0,72,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 3 (Frequent)
155,1949,Graduation,Together,69372.0,0,0,19-02-2013,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,1381,20,3,75,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
156,1958,Graduation,Single,49967.0,0,1,08-07-2013,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,306,12,0,66,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
157,1978,Graduation,Single,60199.0,1,2,12-09-2013,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,18,3,0,46,Middle Age (30-49),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
158,1977,Graduation,Together,55375.0,0,1,17-10-2013,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,162,8,0,47,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
159,1955,Graduation,Single,80317.0,0,0,20-08-2013,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,1231,17,0,69,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,PRIORITY Level,Level 3 (Frequent)
160,1958,Master,Single,30523.0,2,1,01-07-2013,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,13,3,0,66,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
161,1945,PhD,Married,70356.0,0,0,05-11-2012,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,1706,25,0,79,Seniors (50 and above),High Income,PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
162,1984,Graduation,Married,23228.0,1,0,05-01-2014,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,121,7,0,40,Middle Age (30-49),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
163,1975,PhD,Divorced,74165.0,0,0,01-05-2013,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,1293,19,0,49,Middle Age (30-49),High Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
165,1966,Graduation,Together,43482.0,2,1,13-11-2013,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,88,6,0,58,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
166,1953,Graduation,Divorced,62551.0,0,0,18-11-2013,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,421,17,1,71,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),PRIORITY Level,Level 2 (Middle),Level 2 (Middle)
167,1959,Graduation,Divorced,52332.0,0,0,28-08-2013,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,259,11,1,65,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
168,1988,Graduation,Single,66951.0,0,0,02-11-2013,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,1117,14,0,36,Middle Age (30-49),Medium Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent)
169,1957,Graduation,Together,26091.0,1,1,25-02-2014,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,89,6,0,67,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
170,1965,Graduation,Together,33456.0,1,1,21-04-2014,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,36,4,0,59,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
171,1982,Graduation,Married,28718.0,1,0,13-07-2013,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,57,5,0,42,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
172,1970,Graduation,Married,50447.0,2,0,21-04-2014,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,148,7,0,54,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
173,1959,PhD,Together,53537.0,1,1,30-01-2014,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,93,6,0,65,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
174,1967,Graduation,Single,52074.0,0,1,04-04-2014,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,119,6,1,57,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
175,1975,PhD,Married,80427.0,0,1,12-09-2012,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,1835,27,0,49,Middle Age (30-49),High Income,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
176,1948,PhD,Married,83837.0,0,0,16-12-2012,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,1318,24,3,76,Seniors (50 and above),High Income,Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent)
177,1970,PhD,Married,38853.0,1,1,23-05-2014,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,45,5,0,54,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
